opportunity_id,account_name,contact_email,owner_id,stage,amount,close_date,created_date,source,amount_parsed,close_date_parsed,created_date_parsed,stage_standardized,email_valid
OP-02276,Everline Health,dev.taylor@@example.org,U-1029,Closed Won,"$141,931.59",,2024-07-25,Outbound SDR,141931.59,,2024-07-25,Closed Won,False
OP-04017,Everline Health,raj.lee@outlook.com,U-1009,Prospecting,197123.68,2025-07-13,2025-01-17,Inbound Call,197123.68,2025-07-13,2025-01-17,Prospecting,True
OP-02328,Vertex Capital,sofia.moore@company.com,U-1000,Quote Sent,122162.81,2024-03-24,2024-01-12,Web Form,122162.81,2024-03-24,2024-01-12,Proposal,True
OP-04592,,aisha.garcia@company.com,U-1018,ClosedLost,92265.91,2025-04-22,2024-09-25,Inbound Call,92265.91,2025-04-22,2024-09-25,Closed Lost,True
OP-04482,DeltaWave Media,ella.davis@yahoo.com,U-1031,Won,95584.27,2025-11-23,2025-04-04,Web Form,95584.27,2025-11-23,2025-04-04,Closed Won,True
OP-02787,,marcus.anderson@company.com,U-1005,,41854.35,2026-02-10,2025-10-13,Partner Referral,41854.35,2026-02-10,2025-10-13,,True
OP-04161,DeltaWave Media,ben.wilson@yahoo.com,U-1003,prospecting,108401.31,2025-03-23,2025-02-20,Web Form,108401.31,2025-03-23,2025-02-20,Prospecting,True
OP-00732,,zoetaylor@gmail.com,U-1023,ClosedLost,"USD 224,163.15",2026-09-28,2026-04-04,Web Form,224163.15,2026-09-28,2026-04-04,Closed Lost,True
OP-02031,Silverline SaaS,ella.nguyen@example.org,U-1000,Quote Sent,176999.70,2026-01-09,2025-11-11,Outbound SDR,176999.7,2026-01-09,2025-11-11,Proposal,True
OP-04238,Yellowpine Lumber,dev.wilson@gmail.com,U-1028,Discovery,"USD 121,787.85",2026-06-28,2026-05-02,Inbound Call,121787.85,2026-06-28,2026-05-02,Qualification,True
OP-02590,Quartzline Telecom,tom.davis@company.com,U-1037,Proposal,198368.13,2026-10-13,2026-04-06,Web Form,198368.13,2026-10-13,2026-04-06,Proposal,True
OP-00568,Vertex Capital,nina.patel@gmail.com,U-1022,PROSPECTING,"$240,774",2026-01-24,2025-09-26,Bulk Import,240774.0,2026-01-24,2025-09-26,Prospecting,True
OP-02058,Umbra Defense,sofia.smith@yahoo.com,U-1032,,129804.90,2025-04-15,2024-09-08,Outbound SDR,129804.9,2025-04-15,2024-09-08,,True
OP-04522,Quartzline Telecom,marcus.johnson@outlook.com,U-1007,New Lead,200834.40,2025-02-13,2024-09-28,Trade Show,200834.4,2025-02-13,2024-09-28,Prospecting,True
OP-00734,Granite Ridge Co,priya.moore@company.com,U-1011,PROSPECTING,"$157,112.03",2024-08-29,2024-02-21,Outbound SDR,157112.03,2024-08-29,2024-02-21,Prospecting,True
OP-03315,Pinnacle Travel,dev.smith@gmail.com,U-1001,PROSPECTING,137575.74,2024-10-01,2024-07-21,Web Form,137575.74,2024-10-01,2024-07-21,Prospecting,True
OP-00910,Copperline Foods,priya.thomas@gmail.com,U-1030,Discovery,"$49,827.12",2025-01-02,2024-11-06,Web Form,49827.12,2025-01-02,2024-11-06,Qualification,True
OP-03603,Ironclad Security,ella.anderson,U-1028,Closed-Lost,49691.14,2025-12-29,2025-10-13,Outbound SDR,49691.14,2025-12-29,2025-10-13,Closed Lost,False
OP-02680,Willow Creek Farms,maya.anderson@example.org,U-1037,Proposal,148295.36,2027-01-25,2026-06-22,Bulk Import,148295.36,2027-01-25,2026-06-22,Proposal,True
OP-D0027,Granite Ridge Co,ethan.miller@@gmail.com,U-1021,Qualifcation,77319.29,2025-03-09,2025-02-13,Web Form,77319.29,2025-03-09,2025-02-13,Qualification,False
OP-04217,Yellowpine Lumber,not-an-email,U-1031,PROSPECTING,44998.54,2025-01-30,2024-11-07,Web Form,44998.54,2025-01-30,2024-11-07,Prospecting,False
OP-03528,Larkspur Labs,kara.anderson@yahoo.com,U-1009,prospecting,"43,212.60 $",2024-12-27,2024-08-23,Partner Referral,43212.6,2024-12-27,2024-08-23,Prospecting,True
OP-02145,Quartzline Telecom,aisha.nguyen@company.com,U-1033,Prospect,"$140,698.29",2025-06-06,2025-01-15,Web Form,140698.29,2025-06-06,2025-01-15,Prospecting,True
OP-03565,Quartzline Telecom,chris.johnson@example.org,U-1014,proposal,"$67,020",2026-01-17,2025-09-15,Partner Referral,67020.0,2026-01-17,2025-09-15,Proposal,True
OP-00017,Ironclad Security,lena.smith@gmail.com,U-1008,Qualification,"24,890.02 $",2025-10-11,2025-06-01,Trade Show,24890.02,2025-10-11,2025-06-01,Qualification,True
OP-00860,Everline Health,liam.davis@outlook.com,U-1025,,236074.29,2025-10-04,2025-03-12,Bulk Import,236074.29,2025-10-04,2025-03-12,,True
OP-00403,Xenon Robotics,marcus.patel@example.org,U-1024,Negotiation,211434.95,2026-01-16,2025-08-18,Bulk Import,211434.95,2026-01-16,2025-08-18,Proposal,True
OP-03373,Ironclad Security,aisha.anderson@gmail.com,U-1020,Prospect,243275.11,2027-02-05,2026-07-26,Bulk Import,243275.11,2027-02-05,2026-07-26,Prospecting,True
OP-02632,Larkspur Labs,ava.patel@company.com,U-1027,CLOSED WON,243675.69,2025-02-26,2024-12-18,Web Form,243675.69,2025-02-26,2024-12-18,Closed Won,True
OP-00389,Vertex Capital,raj.moore@company.com,U-1005,Proposal Sent,"$155,387.84",2026-07-12,2026-02-01,Inbound Call,155387.84,2026-07-12,2026-02-01,Proposal,True
OP-01558,Keystone Energy,aisha.moore@gmail.com,U-1037,Proposal Sent,75355.27,2024-12-07,2024-11-24,Bulk Import,75355.27,2024-12-07,2024-11-24,Proposal,True
OP-04065,Acme Industrial,kara.wilson@gmail.com,U-9999,Prospecting,15902.76,2025-10-18,2025-09-18,Bulk Import,15902.76,2025-10-18,2025-09-18,Prospecting,True
OP-02586,Silverline SaaS,aisha.thomas@company.com,U-1022,Quote Sent,"$153,918.64",2025-08-09,2025-04-22,Outbound SDR,153918.64,2025-08-09,2025-04-22,Proposal,True
OP-04018,Xenon Robotics,dev.miller@gmail.com,U-1009,qualification,43438.56,2026-05-18,2025-12-27,Inbound Call,43438.56,2026-05-18,2025-12-27,Qualification,True
OP-D0175,Silverline SaaS,kara.johnson@company.com,U-1024,Prospect,81531.93,2025-09-17,2025-05-10,Partner Referral,81531.93,2025-09-17,2025-05-10,Prospecting,True
OP-02024,Redwood Outdoors,raj.davis@example.org,U-1007,qualification,"USD 180,233.07",2026-03-23,2025-10-31,Web Form,180233.07,2026-03-23,2025-10-31,Qualification,True
OP-01457,Copperline Foods,aisha.anderson@gmail.com,U-1022,ClosedLost,244843.12,2026-09-15,2026-07-27,Bulk Import,244843.12,2026-09-15,2026-07-27,Closed Lost,True
OP-00163,Copperline Foods,sofia.johnson@gmail.com,U-1003,Prospect,202706.07,2024-02-15,2024-01-23,Inbound Call,202706.07,2024-02-15,2024-01-23,Prospecting,True
OP-01815,ForgePoint Systems,owen.smith@yahoo.com,U-1018,Closed-Won,144438.70,2024-12-12,2024-09-03,Trade Show,144438.7,2024-12-12,2024-09-03,Closed Won,True
OP-01886,Umbra Defense,noah.smith@yahoo.com,U-8888,Quote Sent,7133.03,2026-08-25,2026-06-05,Partner Referral,7133.03,2026-08-25,2026-06-05,Proposal,True
OP-04605,Redwood Outdoors,liam.kim@gmail.com,U-1020,Prospecting,41455.85,2024-07-30,2024-03-14,Inbound Call,41455.85,2024-07-30,2024-03-14,Prospecting,True
OP-04382,Umbra Defense,sofia.wilson@outlook.com,U-1039,closed lost,222779.16,2024-08-08,2024-03-12,Trade Show,222779.16,2024-08-08,2024-03-12,Closed Lost,True
OP-03231,Meridian Freight,priya.miller@company.com,U-1013,closed lost,194294.54,2025-12-16,2025-12-07,Outbound SDR,194294.54,2025-12-16,2025-12-07,Closed Lost,True
OP-03795,Granite Ridge Co,noah.kim@outlook.com,U-1008,Prospecting,,2025-10-27,2025-07-05,Outbound SDR,,2025-10-27,2025-07-05,Prospecting,True
OP-03473,Granite Ridge Co,tom.moore@outlook.com,U-1015,CLOSED WON,112939.83,2025-10-30,2025-05-23,Outbound SDR,112939.83,2025-10-30,2025-05-23,Closed Won,True
OP-04030,Granite Ridge Co,ella.moore@yahoo.com,U-1010,Proposal Sent,101912.18,2027-02-25,2027-01-03,Bulk Import,101912.18,2027-02-25,2027-01-03,Proposal,True
OP-03968,Everline Health,nina.lee@gmail.com,U-1031,Qualification,229876.76,2025-11-10,2025-08-15,Outbound SDR,229876.76,2025-11-10,2025-08-15,Qualification,True
OP-02369,Harborline Bank,,U-1004,,"$27,941.66",2026-03-23,2025-07-29,Bulk Import,27941.66,2026-03-23,2025-07-29,,
OP-03239,Keystone Energy,aisha.johnson@yahoo.com,U-1032,proposal,145638.04,2025-09-21,2025-08-05,Inbound Call,145638.04,2025-09-21,2025-08-05,Proposal,True
OP-01529,Redwood Outdoors,tom.garcia@outlook.com,U-1013,Prospecting,144070.49,2027-03-13,2026-08-12,Outbound SDR,144070.49,2027-03-13,2026-08-12,Prospecting,True
OP-01054,ForgePoint Systems,chris.nguyen@gmail.com,U-1020,Qualification,81999.92,2024-11-08,2024-06-03,Partner Referral,81999.92,2024-11-08,2024-06-03,Qualification,True
OP-02212,Everline Health,nina.moore@yahoo.com,U-1027,Prospecting,"$99,006.13",2024-06-24,2024-02-16,Bulk Import,99006.13,2024-06-24,2024-02-16,Prospecting,True
OP-01724,Xenon Robotics,tom.nguyen@example.org,U-9999,Closed-Won,"$147,358.00",2024-07-22,2024-01-01,Web Form,147358.0,2024-07-22,2024-01-01,Closed Won,True
OP-01732,Larkspur Labs,priya.taylor@company.com,U-9999,Prospecting,36963.48,2024-05-06,2024-02-01,Outbound SDR,36963.48,2024-05-06,2024-02-01,Prospecting,True
OP-01217,Meridian Freight,maya.lee@yahoo.com,U-1026,Prospect,124975.28,2024-04-19,2024-04-09,Web Form,124975.28,2024-04-19,2024-04-09,Prospecting,True
OP-02644,Silverline SaaS,ben.garcia@yahoo.com,U-1002,PROSPECTING,,2026-08-15,2026-07-29,Web Form,,2026-08-15,2026-07-29,Prospecting,True
OP-00992,ForgePoint Systems,ethan.johnson@yahoo.com,U-1033,proposal,26545.72,2024-11-06,2024-07-12,Web Form,26545.72,2024-11-06,2024-07-12,Proposal,True
OP-00053,Tidewater Marine,raj.nguyen@outlook.com,U-1008,,194383.76,2026-06-16,2026-02-02,Trade Show,194383.76,2026-06-16,2026-02-02,,True
OP-01659,Copperline Foods,nina.smith@gmail.com,U-1027,Discovery,83913.03,2026-01-24,2025-12-07,Inbound Call,83913.03,2026-01-24,2025-12-07,Qualification,True
OP-01388,Yellowpine Lumber,tom.thomas@outlook.com,U-1037,Prospecting,174841.86,2026-03-29,2025-09-09,Partner Referral,174841.86,2026-03-29,2025-09-09,Prospecting,True
OP-01064,Umbra Defense,owen.brown@example.org,U-1006,CLOSED WON,45904.22,2026-03-06,2025-07-09,Web Form,45904.22,2026-03-06,2025-07-09,Closed Won,True
OP-00105,BluePeak Logistics,marcus.thomas@gmail.com,admin,Closed-Won,234278.97,2026-08-22,2026-05-06,Bulk Import,234278.97,2026-08-22,2026-05-06,Closed Won,True
OP-01410,Quartzline Telecom,marcus.wilson@company.com,U-1019,Qualification,"43,136.57 $",2025-11-18,2025-05-04,Partner Referral,43136.57,2025-11-18,2025-05-04,Qualification,True
OP-04474,,marcus.anderson@gmail.com,U-1001,Closed Lost,202776.70,2026-07-19,2026-05-15,Web Form,202776.7,2026-07-19,2026-05-15,Closed Lost,True
OP-04404,Meridian Freight,chris.miller@yahoo.com,U-1032,qualification,129581.99,2024-08-02,2024-03-28,Inbound Call,129581.99,2024-08-02,2024-03-28,Qualification,True
OP-03074,Zephyr Airlines,zoegarcia@example.org,U-1004,PROSPECTING,"$178,854",2024-09-30,2024-05-09,Web Form,178854.0,2024-09-30,2024-05-09,Prospecting,True
OP-00677,BluePeak Logistics,ethan.brown@outlook.com,U-1033,PROSPECTING,"$94,182.60",2026-04-02,2025-09-02,Inbound Call,94182.6,2026-04-02,2025-09-02,Prospecting,True
OP-01443,Xenon Robotics,ella.davis@example.org,U-1015,Qualifcation,54398.64,2025-05-09,2025-03-08,Inbound Call,54398.64,2025-05-09,2025-03-08,Qualification,True
OP-00529,Juniper Retail,nina.brown@company.com,U-1034,Qualification,"$175,431",2026-09-30,2026-07-07,Outbound SDR,175431.0,2026-09-30,2026-07-07,Qualification,True
OP-04624,Granite Ridge Co,nina.thomas@gmail.com,U-1030,PROSPECTING,101405.91,,2024-12-08,Outbound SDR,101405.91,,2024-12-08,Prospecting,True
OP-03371,Everline Health,noah.miller@example.org,U-1014,PROSPECTING,151862.42,2025-08-27,2025-04-16,Outbound SDR,151862.42,2025-08-27,2025-04-16,Prospecting,True
OP-04046,Juniper Retail,aisha.moore@gmail.com,U-1033,Proposal,106075.95,,2026-01-20,Web Form,106075.95,,2026-01-20,Proposal,True
OP-00455,Yellowpine Lumber,ethan.patel@company.com,U-1029,closed won,"$149,605.47",2025-05-21,2027-06-14,Partner Referral,149605.47,2025-05-21,2027-06-14,Closed Won,True
OP-01224,Meridian Freight,,U-1003,Discovery,53248.36,2025-04-18,2024-10-16,Inbound Call,53248.36,2025-04-18,2024-10-16,Qualification,
OP-00260,Pinnacle Travel,noah.johnson@example.org,U-1002,PROSPECTING,,2026-07-21,2026-02-23,Inbound Call,,2026-07-21,2026-02-23,Prospecting,True
OP-00603,Juniper Retail,marcus.johnson@outlook.com,U-1018,Qualified,150264.84,2026-03-26,2025-11-15,Outbound SDR,150264.84,2026-03-26,2025-11-15,Qualification,True
OP-04166,ForgePoint Systems,ava.wilson@gmail.com,U-1004,Proposal Sent,"135,346.20 $",2024-07-08,2024-02-20,Outbound SDR,135346.2,2024-07-08,2024-02-20,Proposal,True
OP-03296,Keystone Energy,raj.kim@company.com,U-1004,Negotiation,,2026-10-27,2026-07-16,Inbound Call,,2026-10-27,2026-07-16,Proposal,True
OP-02121,,dev.brown@example.org,U-1006,Prospecting,246451.45,2026-07-24,2026-01-01,Partner Referral,246451.45,2026-07-24,2026-01-01,Prospecting,True
OP-03897,DeltaWave Media,sofia.patel@gmail.com,U-1011,Discovery,79086.62,2025-03-08,2024-10-18,Partner Referral,79086.62,2025-03-08,2024-10-18,Qualification,True
OP-03727,Everline Health,liam.wilson@outlook.com,U-1011,Qualification,103347.85,2024-09-09,2024-03-10,Web Form,103347.85,2024-09-09,2024-03-10,Qualification,True
OP-01186,Silverline SaaS,owen.brown@outlook.com,U-1036,PROSPECTING,"$193,632.30",2026-02-27,2026-02-18,Web Form,193632.3,2026-02-27,2026-02-18,Prospecting,True
OP-D0168,Silverline SaaS,owen.moore@outlook.com,U-1006,closed lost,94974.62,2025-06-30,2025-03-03,Trade Show,94974.62,2025-06-30,2025-03-03,Closed Lost,True
OP-00799,Xenon Robotics,kara.davis@yahoo.com,U-1015,Negotiation,40588.38,2025-05-21,2024-12-04,Inbound Call,40588.38,2025-05-21,2024-12-04,Proposal,True
OP-00687,Copperline Foods,dev.johnson@gmail.com,U-1008,Proposal Sent,53771.19,2025-03-21,2024-09-14,Inbound Call,53771.19,2025-03-21,2024-09-14,Proposal,True
OP-04369,ForgePoint Systems,tom.kim@gmail.com,U-1031,Proposal Sent,156310.85,2026-09-05,2026-02-08,Outbound SDR,156310.85,2026-09-05,2026-02-08,Proposal,True
OP-04454,Ironclad Security,marcus.smith@gmail.com,U-1014,Prospect,35586.91,2024-12-04,2024-11-19,Outbound SDR,35586.91,2024-12-04,2024-11-19,Prospecting,True
OP-04288,BluePeak Logistics,tom.brown@example.org,U-1006,Proposal Sent,113273.01,2024-09-20,2024-06-23,Inbound Call,113273.01,2024-09-20,2024-06-23,Proposal,True
OP-04271,DeltaWave Media,tom.davis@gmail.com,U-1022,prospecting,100676.33,2025-09-03,2025-04-26,Trade Show,100676.33,2025-09-03,2025-04-26,Prospecting,True
OP-03834,Tidewater Marine,noah.anderson@outlook.com,U-1016,Qualifcation,22888.69,2027-02-14,2026-07-03,Web Form,22888.69,2027-02-14,2026-07-03,Qualification,True
OP-03810,Harborline Bank,priya.moore@outlook.com,U-1027,Won,57664.06,,2024-08-14,Partner Referral,57664.06,,2024-08-14,Closed Won,True
OP-00011,DeltaWave Media,liam.wilson@gmail.com,U-1021,Qualified,103953.36,2024-10-01,2024-04-09,Web Form,103953.36,2024-10-01,2024-04-09,Qualification,True
OP-04184,Umbra Defense,aisha.miller@gmail.com,U-1024,Prospect,52033.92,2024-06-06,2024-03-01,Trade Show,52033.92,2024-06-06,2024-03-01,Prospecting,True
OP-02797,Juniper Retail,zoe.anderson@outlook.com,U-1003,Qualification,91456.42,2025-03-21,2024-10-05,Outbound SDR,91456.42,2025-03-21,2024-10-05,Qualification,True
OP-04495,Harborline Bank,sofia.smith@outlook.com,U-1013,Discovery,185031.27,2026-04-17,2026-11-03,Bulk Import,185031.27,2026-04-17,2026-11-03,Qualification,True
OP-03013,Zephyr Airlines,kara.anderson@gmail.com,U-1013,ClosedLost,233291.37,2026-03-22,2026-10-19,Trade Show,233291.37,2026-03-22,2026-10-19,Closed Lost,True
OP-02509,Silverline SaaS,chris.patel@gmail.com,U-1005,Discovery,"USD 53,584.27",2024-07-10,2024-06-26,Inbound Call,53584.27,2024-07-10,2024-06-26,Qualification,True
OP-02979,Larkspur Labs,sofia.taylor@gmail.com,U-1034,Prospect,46525.97,2025-11-15,2025-10-01,Trade Show,46525.97,2025-11-15,2025-10-01,Prospecting,True
OP-01119,,not-an-email,U-1009,qualification,"$179,175",2025-02-07,2024-11-22,Web Form,179175.0,2025-02-07,2024-11-22,Qualification,False
OP-00269,Juniper Retail,liam.davis@company.com,U-1025,PROSPECTING,22471.19,2026-07-01,2026-03-16,Bulk Import,22471.19,2026-07-01,2026-03-16,Prospecting,True
OP-04493,Everline Health,marcus.brown@yahoo.com,U-1024,Proposal Sent,3859.97,,2024-06-15,Outbound SDR,3859.97,,2024-06-15,Proposal,True
OP-03208,Everline Health,tom.taylor@company.com,U-1029,Negotiation,238965.23,,2024-04-28,Partner Referral,238965.23,,2024-04-28,Proposal,True
OP-02924,Ironclad Security,sofia.brown@yahoo.com,U-1026,Quote Sent,152887.39,2026-08-23,2026-07-25,Outbound SDR,152887.39,2026-08-23,2026-07-25,Proposal,True
OP-00033,Larkspur Labs,aisha.wilson@yahoo.com,U-1034,ClosedWon,39941.80,2026-06-04,2025-10-12,Outbound SDR,39941.8,2026-06-04,2025-10-12,Closed Won,True
OP-00374,Onyx Pharma,sofia.taylor@yahoo.com,U-1026,Proposal Sent,45022.80,2025-12-20,2025-05-04,Partner Referral,45022.8,2025-12-20,2025-05-04,Proposal,True
OP-03777,Vertex Capital,owen.brown@yahoo.com,U-1027,Quote Sent,"164,661.25 $",2026-02-02,2026-01-08,Bulk Import,164661.25,2026-02-02,2026-01-08,Proposal,True
OP-03039,Tidewater Marine,lena.brown@yahoo.com,U-1012,Prospect,"$183,226",2025-09-19,2025-04-28,Web Form,183226.0,2025-09-19,2025-04-28,Prospecting,True
OP-02690,BluePeak Logistics,nina.nguyen@gmail.com,U-1014,Proposal,170810.79,2026-06-18,2026-06-05,Inbound Call,170810.79,2026-06-18,2026-06-05,Proposal,True
OP-03358,Juniper Retail,maya.wilson@company.com,U-1019,Negotiation,32037.08,2025-05-06,2024-09-30,Bulk Import,32037.08,2025-05-06,2024-09-30,Proposal,True
OP-00226,Tidewater Marine,lena.nguyen@outlook.com,U-1023,CLOSED WON,43070.24,2024-05-21,2024-01-07,Bulk Import,43070.24,2024-05-21,2024-01-07,Closed Won,True
OP-02199,Northgate Auto,priya.patel@outlook.com,U-1031,Qualification,"USD 239,577.41",2024-12-28,2024-06-28,Inbound Call,239577.41,2024-12-28,2024-06-28,Qualification,True
OP-02819,BluePeak Logistics,zoe.garcia@company.com,U-1023,Prospect,59988.33,2025-05-10,2024-12-05,Partner Referral,59988.33,2025-05-10,2024-12-05,Prospecting,True
OP-01135,Larkspur Labs,lena.taylor@yahoo.com,U-1005,qualification,6263.59,2024-09-22,2024-06-16,Web Form,6263.59,2024-09-22,2024-06-16,Qualification,True
OP-02095,Keystone Energy,zoe.patel@example.org,U-1006,Closed-Won,212060.93,2025-02-08,2024-07-13,Inbound Call,212060.93,2025-02-08,2024-07-13,Closed Won,True
OP-00321,Acme Industrial,ava.garcia@gmail.com,U-1006,Closed Lost,62185.27,2025-12-22,2025-04-27,Outbound SDR,62185.27,2025-12-22,2025-04-27,Closed Lost,True
OP-04477,Onyx Pharma,ella.smith@company.com,U-8888,prospecting,215467.15,2025-05-05,2025-02-14,Outbound SDR,215467.15,2025-05-05,2025-02-14,Prospecting,True
OP-03498,BluePeak Logistics,owen.miller@outlook.com,U-1037,Prospect,"$93,168.07",2026-12-12,2026-07-21,Bulk Import,93168.07,2026-12-12,2026-07-21,Prospecting,True
OP-03481,Silverline SaaS,chris.moore@example.org,U-1002,New Lead,137783.60,,2025-02-16,Inbound Call,137783.6,,2025-02-16,Prospecting,True
OP-00986,Ironclad Security,zoe.moore@outlook.com,U-1036,proposal,249036.75,2024-09-08,2024-02-15,Partner Referral,249036.75,2024-09-08,2024-02-15,Proposal,True
OP-00742,Larkspur Labs,sofia.wilson@company.com,U-1035,PROSPECTING,172693.88,2025-05-12,2025-03-03,Partner Referral,172693.88,2025-05-12,2025-03-03,Prospecting,True
OP-04675,Zephyr Airlines,zoe.davis@example.org,U-1012,Prospect,74494.56,2024-05-20,2027-02-03,Outbound SDR,74494.56,2024-05-20,2027-02-03,Prospecting,True
OP-02930,Keystone Energy,marcus.anderson@gmail.com,U-1019,Negotiation,"$23,734.62",2024-02-19,2024-01-17,Inbound Call,23734.62,2024-02-19,2024-01-17,Proposal,True
OP-00147,BluePeak Logistics,noah.smith@outlook.com,U-1008,,108449.27,2025-07-26,2025-02-09,Bulk Import,108449.27,2025-07-26,2025-02-09,,True
OP-02124,Everline Health,chris.nguyen@gmail.com,U-1009,Qualified,167708.86,2026-05-03,2025-12-08,Inbound Call,167708.86,2026-05-03,2025-12-08,Qualification,True
OP-03562,Onyx Pharma,tom.davis@outlook.com,U-1026,qualification,153137.91,2025-05-12,2024-12-18,Partner Referral,153137.91,2025-05-12,2024-12-18,Qualification,True
OP-00186,Juniper Retail,dev.brown@yahoo.com,U-1001,qualification,225122.39,2024-08-25,2024-07-11,Trade Show,225122.39,2024-08-25,2024-07-11,Qualification,True
OP-01291,Keystone Energy,noah.taylor@gmail.com,U-1035,Qualified,121382.51,2024-04-27,2024-04-04,Web Form,121382.51,2024-04-27,2024-04-04,Qualification,True
OP-02675,,kara.kim@company.com,U-1002,Discovery,26327.23,2024-10-02,2024-04-24,Partner Referral,26327.23,2024-10-02,2024-04-24,Qualification,True
OP-00082,Copperline Foods,,U-1030,New Lead,136932.33,2025-09-27,2025-06-20,Web Form,136932.33,2025-09-27,2025-06-20,Prospecting,
OP-01356,Meridian Freight,chris.johnson@company.com,U-1020,Negotiation,52087.23,2025-07-01,2025-03-25,Web Form,52087.23,2025-07-01,2025-03-25,Proposal,True
OP-00975,Pinnacle Travel,aisha.thomas@outlook.com,U-1012,Qualification,239915.37,2026-03-31,2026-02-23,Partner Referral,239915.37,2026-03-31,2026-02-23,Qualification,True
OP-02240,Keystone Energy,marcus.wilson@example.org,U-1029,Prospect,155112.52,2025-02-21,2024-12-26,Inbound Call,155112.52,2025-02-21,2024-12-26,Prospecting,True
OP-00416,Granite Ridge Co,not-an-email,U-1035,qualification,"$162,317.94",2025-09-22,2025-04-15,Trade Show,162317.94,2025-09-22,2025-04-15,Qualification,False
OP-03116,Willow Creek Farms,maya.moore@gmail.com,U-1035,Prospect,"$123,219",,2026-04-03,Inbound Call,123219.0,,2026-04-03,Prospecting,True
OP-00303,Acme Industrial,ava.nguyen@company.com,U-1025,closed won,29205.18,2026-05-20,2025-12-21,Trade Show,29205.18,2026-05-20,2025-12-21,Closed Won,True
OP-01905,Vertex Capital,nina.davis@gmail.com,U-1000,closed lost,245579.80,,2025-09-03,Partner Referral,245579.8,,2025-09-03,Closed Lost,True
OP-03618,Harborline Bank,maya.thomas@company.com,U-1007,Proposal,177964.68,2024-10-09,2024-09-29,Inbound Call,177964.68,2024-10-09,2024-09-29,Proposal,True
OP-03550,Silverline SaaS,chris.taylor@outlook.com,U-1022,Discovery,43699.59,2024-12-12,2024-09-25,Web Form,43699.59,2024-12-12,2024-09-25,Qualification,True
OP-02104,Juniper Retail,ella.moore@example.org,U-1032,Prospect,49021.89,2025-04-02,2025-03-18,Partner Referral,49021.89,2025-04-02,2025-03-18,Prospecting,True
OP-03413,Harborline Bank,ella.garcia@yahoo.com,U-0000,,234034.63,2024-04-11,2024-01-08,Outbound SDR,234034.63,2024-04-11,2024-01-08,,True
OP-01014,Everline Health,noah.brown@gmail.com,U-1014,Prospect,166316.88,2024-06-02,2024-03-08,Bulk Import,166316.88,2024-06-02,2024-03-08,Prospecting,True
OP-03821,,chris.miller@example.org,U-1030,Negotiation,156698.89,2026-02-27,2025-08-11,Bulk Import,156698.89,2026-02-27,2025-08-11,Proposal,True
OP-01890,Xenon Robotics,zoe.anderson@outlook.com,U-1017,CLOSED WON,182878.18,2026-11-24,2026-06-02,Web Form,182878.18,2026-11-24,2026-06-02,Closed Won,True
OP-00365,Tidewater Marine,priya.kim@company.com,U-1009,ClosedLost,"$182,200.54",2026-12-12,2026-05-23,Trade Show,182200.54,2026-12-12,2026-05-23,Closed Lost,True
OP-03708,Everline Health,ava.anderson@example.org,U-1030,Prospecting,19201.68,2025-07-11,2024-12-14,Partner Referral,19201.68,2025-07-11,2024-12-14,Prospecting,True
OP-03185,BluePeak Logistics,owen.garcia@outlook.com,U-1029,Discovery,24878.50,2024-05-31,2024-04-01,Trade Show,24878.5,2024-05-31,2024-04-01,Qualification,True
OP-01066,Meridian Freight,ben.davis@gmail.com,U-1017,PROSPECTING,206729.40,2024-09-27,2024-04-07,Inbound Call,206729.4,2024-09-27,2024-04-07,Prospecting,True
OP-02204,BluePeak Logistics,tom.smith@example.org,U-1037,Won,,2025-12-02,2025-07-25,Web Form,,2025-12-02,2025-07-25,Closed Won,True
OP-00855,Northgate Auto,aisha.lee@yahoo.com,U-1006,Proposal,"229,696.34 $",2026-06-09,2026-05-25,Outbound SDR,229696.34,2026-06-09,2026-05-25,Proposal,True
OP-01602,Keystone Energy,owen.kim@yahoo.com,U-1019,Qualified,162684.57,2026-01-06,2025-05-30,Outbound SDR,162684.57,2026-01-06,2025-05-30,Qualification,True
OP-03283,Onyx Pharma,raj.kim@outlook.com,U-1010,Negotiation,107516.47,2026-06-20,2026-05-16,Bulk Import,107516.47,2026-06-20,2026-05-16,Proposal,True
OP-03615,Harborline Bank,maya.brown@example.org,U-1027,Lost,"$207,169.77",2025-07-02,2025-04-26,Web Form,207169.77,2025-07-02,2025-04-26,Closed Lost,True
OP-01872,Willow Creek Farms,not-an-email,U-1017,Prospecting,191046.93,2027-01-17,2026-07-08,Web Form,191046.93,2027-01-17,2026-07-08,Prospecting,False
OP-00504,Vertex Capital,,U-1000,Prospecting,107745.97,2025-11-08,2025-09-14,Bulk Import,107745.97,2025-11-08,2025-09-14,Prospecting,
OP-03417,Larkspur Labs,marcus.wilson@gmail.com,admin,Prospect,,2026-12-30,2026-08-27,Partner Referral,,2026-12-30,2026-08-27,Prospecting,True
OP-00438,Vertex Capital,ava.miller@gmail.com,U-1009,ClosedWon,135325.79,2026-05-30,2026-02-09,Partner Referral,135325.79,2026-05-30,2026-02-09,Closed Won,True
OP-02187,Vertex Capital,owen.kim@@company.com,U-1027,Closed Won,114859.11,,2025-06-18,Partner Referral,114859.11,,2025-06-18,Closed Won,False
